package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
171605088533000,20170609,수도계량기관리,"수도계량기 교체 의뢰[금천구]",요금과-18326,박종선,10년,요금과,공개,,
171605088535000,20170609,감사수감및결과조치,"2017년도 사이버 청렴교육 수료증명서 제출",소방행정과-6474,황정익,5년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303945
171605088542000,20170609,복무관리,"초과근무명령 결재 신청 (2017-06-09~2017-06-12)",현장민원과-8779,황은주,3년,현장민원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303944
171605088559000,20170609,복무관리,"초과근무명령 결재 신청",경제정책과-3834,박정규,3년,경제정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303943
171605088563000,20170609,급수공사급수협의,"급수공사 승인(중구 광희동2가 14-1)",급수운영과-12018,성영한,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303942
171605088565000,20170609,급수공사시행및관리,"공사근로자 노무비(2017년 5월분) 지출(2016년 도봉구 관내 급수공사)",급수운영과-12910,김재영,5년,급수운영과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303941
171605088566000,20170609,소방시설업및시설관리업지도감독,"행정처분 사실확인",예방과-14519,정호영,준영구,예방과,부분공개,,
171605088569000,20170609,도로개설및확장공사관리,"업무지시전(안전사고 방지를 위한 현장 안전관리 철저)",토목부-11862,김성권,10년,토목부,공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303940
171605088571000,20170609,인사관리,"소방공무원 인사발령(지원근무)",소방행정과-8999,김규완,준영구,소방행정과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303939
171605088578000,20170609,복무관리,"우수고객 방문 복명서",행정지원과-14241,정현명,3년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303938
171605088579000,20170609,수련원보조인력관리,"공무직 생일 선물(‘17. 2분기) 구매",서울특별시공무원수련원-4291,최해자,5년,서울특별시공무원수련원,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303937
171605088583000,20170609,복무관리,"초과근무명령 결재 신청 (2017-06-10~2017-06-12)",여의도안내센터-1879,김민경,3년,여의도안내센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303936
171605088586000,20170609,물품구매및관리,"물품검사(수)조서(커피외 10종)",시설관리과-10792,박명숙,5년,시설관리과,공개,,
171605088588000,20170609,공무직인력관리,"공무직(녹지) 5월 근무상황 통보서 제출(강서)",강서안내센터-1218,한상우,3년,강서안내센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/12303935
