package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
172378994460000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",시설보수과-6106,최기남,3년,시설보수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061842
172378994463000,20170825,복무관리,"휴가 결재 신청 (2017-08-25)",급수운영과-22631,김원일,3년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061841
172378994467000,20170825,소방특별조사,"업무시설 소방특별조사 세부조사표(한국문화***원회)",예방과-14611,김승현,3년,예방과,부분공개,,
172378994473000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",생산관리과-10698,권창범,3년,생산관리과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061840
172378994488000,20170825,도로시설물유지관리및안전점검,"양평교 작업기간 연기 검토 보고",교량안전과-15340,김대희,10년,교량안전과,공개,,
172378994497000,20170825,일반업무관리,"개인학습 시간인정 승인요청",공원녹지정책과-14914,윤석환,3년,공원녹지정책과,공개,,
172378994498000,20170825,지하철9호선2단계구간설비공사관리,"하자보수금 지출 요청(9호선 2단계 915공구 기계설비)",도시철도설비부-10385,이재구,10년,도시철도설비부,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061839
172378994499000,20170825,차량관리,차량배차신청(67라4765),행정지원과-17325,권영백,5년,행정지원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061838
172378994505000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",행정지원과-17302,박순덕,3년,행정지원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061837
172378994507000,20170825,도로및교통안전부속물관리,"교통사고 사실(수사)조회 요청(망우로 218앞 충격흡수시설)",도로보수과-4262,우인애,5년,도로보수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061836
172378994509000,20170825,복무관리,"출장 결재 신청 (2017-08-25 위험물안전팀장)",예방과-20015,조택환,3년,예방과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061835
172378994515000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",시설보수과-3795,조성래,3년,시설보수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061834
172378994517000,20170825,일반업무관리,"구급차 보험금 환급 결과 보고",소방행정과-11270,송기성,3년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061833
172378994518000,20170825,복무관리,"휴가(공가) 결재 신청 (2017-08-25)",예방과-9769,최윤철,3년,예방과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061832
172378994525000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",기전과-6034,황준석,3년,기전과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061831
172378994526000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",정수시설과-8105,이창균,3년,정수시설과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061830
172378994529000,20170825,복무관리,"개인학습 시간인정 승인요청",누수방지과-8048,이동욱,3년,누수방지과,공개,,
172378994530000,20170825,복무관리,"휴가 결재 신청 (2017-08-25)",광나루안내센터-1992,윤기춘,3년,광나루안내센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061829
172378994536000,20170825,민원관리,"응답소 민원 현장확인 계획보고(송파구 가락2동 197-5번지)",예방과-19900,이춘우,10년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061828
172378994544000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",예방과-19905,박성호,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061827
172378994547000,20170825,복무관리,"출장 결재 신청 (2017-08-25)",요금제도과-8145,신찬식,3년,요금제도과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/13061826
