package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
173565258210000,20171222,연구용역사업추진,준공검사(감독)조서,입법담당관-3832,이수호,5년,입법담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271917
173565258216000,20171222,공사및용역계약관리,"공사검사(검수)의뢰 [2017년 북부수도관내 포장도로 굴착복구공사(장기계속공사)]",행정지원과-25969,한경란,5년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271918
173565258217000,20171222,일반업무관리,"환경미화원 휴게실 개선사업 시보조금 집행잔액 반납 요청",생활환경과-18544,전태분,3년,생활환경과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271919
173565258220000,20171222,복무관리,"2017.12월 직원 초과근무수당 지급",조경과-7330,송미진,3년,조경과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271920
173565258222000,20171222,일반업무관리,"[이송] 2017년 상·하반기 지휘통제 매뉴얼 책자 배부계획 알림",재난관리과-3730,이준,3년,재난관리과,공개,,
173565258233000,20171222,수도요금체납관리,"시효결손 조사결과 확인 복명서",요금과-35282,윤은준,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271921
173565258235000,20171222,축산물위해요소안전관리,"식육판매업소 위생진단 및 컨설팅 내역 알림",동물위생시험소-9012,양윤모,3년,동물위생시험소,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271922
173565258237000,20171222,상수도민원관리,"누수요금적용신청 처리결과 알림",현장민원과-31000,박은선,10년,현장민원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271923
173565258238000,20171222,의용소방대운영,"2017년 12월 중 의용소방대 정기(자체)교육 결과 보고(미근)",미근119안전센터-5222,김승훈,5년,미근119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271924
173565258240000,20171222,기록관리,근무일지(2017.12.18.),상암119안전센터-5608,송유일,5년,상암119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271925
173565258247000,20171222,일반업무관리,"[이송] e호조 권한 승인 요청(사회적경제담당관)",재무과-65709,방점옥,3년,재무과,부분공개,,
173565258252000,20171222,민원관리,"누수요금적용신청 처리결과 알림",현장민원과-32550,선우요섭,10년,현장민원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271926
173565258259000,20171222,소방예방및검사지도업무,"신(증)축 소방활동 자료조사 결과 보고[봉천동 41-123 건물]",봉천119안전센터-6225,정연진,5년,봉천119안전센터,부분공개,,
173565258264000,20171222,외빈방문및견학관리,"상수도 해외 홍보용 수첩 제작 계획",대외협력과-8829,박정숙,5년,대외협력과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271927
173565258265000,20171222,정보통신관리,"기성검사(감독)조서(자동감시제어시스템 3분기)",정수시설과-10141,지동성,3년,정수시설과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271928
173565258267000,20171222,수도요금체납관리,"시효결손 조사결과 확인 복명서(회기동, 이문제2동)",요금과-35283,천관,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271929
173565258268000,20171222,지하수수질및오염관리,"다과비 지출(지하수 보조관측망 관리 개선 용역 발표회)",물순환정책과-24462,정영환,5년,물순환정책과,부분공개,,
173565258277000,20171222,도로개설및확장공사관리,"업무지시전(휴일작업(2017. 12. 23 ~ 25) 승인 알림)",토목부-27187,노순재,10년,토목부,공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271930
173565258283000,20171222,누수탐지계획수립및복구실행,기성부분검사(감독)조서,급수운영과-34749,이상무,5년,급수운영과,공개,,
173565258285000,20171222,체력단련실운영,"직원 체력단련실 운동처방 물품 구입비 지출",인력개발과-26725,정진섭,5년,인력개발과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271931
173565258287000,20171222,교육훈련계획일반,"역량모델 개발 워크숍 진행 물품 구입",인력개발과-26730,석재영,5년,인력개발과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/14271932
