nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
20896975,"2020년 7월 사업소 상수도사업본부 구의아리수정수센터 정수과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20896975,사업소,상수도사업본부,구의아리수정수센터,정수과,,2020,7,,,,"구의아리수정수센터 정수과","2020-07-21 15:27","이마트 자양점","부서운영 물품구입",43,제로페이,418630
20896974,"2020년 7월 사업소 상수도사업본부 강북아리수정수센터 정수과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20896974,사업소,상수도사업본부,강북아리수정수센터,정수과,,2020,7,,,,"강북아리수정수센터 정수과","2020-07-15 15:47","롯데마트 덕소점 (남양주시 와부읍 월문천로 33)","커피믹스 등 구매","정수과 직원 등 44명",제로페이,496830
20896973,"2020년 7월 사업소 상수도사업본부 구의아리수정수센터 정수시설과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20896973,사업소,상수도사업본부,구의아리수정수센터,정수시설과,,2020,7,,,,"구의아리수정수센터 정수시설과","2020-07-27 11:04","이마트 자양점(아차산로 272)","부서운영 물품 구매","정수시설과 직원 15명",제로페이,264040
20896973,"2020년 7월 사업소 상수도사업본부 구의아리수정수센터 정수시설과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20896973,사업소,상수도사업본부,구의아리수정수센터,정수시설과,,2020,7,,,,"구의아리수정수센터 정수시설과","2020-07-07 10:46","11번가주식회사(한강대로 416)","부서운영 물품 구매","정수시설과 직원 15명",카드,88480
20895811,"2020년 7월 사업소 서울역사박물관 학예연구부 청계천박물관 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895811,사업소,서울역사박물관,학예연구부,청계천박물관,,2020,7,,,,"서울역사박물관 청계천박물관","2020-07-28 14:19","청계벽산슈퍼 (성동구 하왕십리동 258)","부서운영을 위한 물품 구입(다과류)","청계천박물관장 등 32명 (직원7, 뉴딜일자리5, 공무촉탁직 20)",카드,103160
20895811,"2020년 7월 사업소 서울역사박물관 학예연구부 청계천박물관 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895811,사업소,서울역사박물관,학예연구부,청계천박물관,,2020,7,,,,"서울역사박물관 청계천박물관","2020-07-13 16:37","이마트왕십리점 (성동구 왕십리광장로 17)","부서운영을 위한 물품 구입(다과류)","청계천박물관장 등 32명 (직원7, 뉴딜일자리5, 공무촉탁직 20)",카드,186520
20895811,"2020년 7월 사업소 서울역사박물관 학예연구부 청계천박물관 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895811,사업소,서울역사박물관,학예연구부,청계천박물관,,2020,7,,,,"서울역사박물관 청계천박물관","2020-07-09 17:51","청계벽산슈퍼 (성동구 하왕십리동 258)","부서운영을 위한 물품 구입(커피 등)","청계천박물관장 등 32명 (직원7, 뉴딜일자리5, 공무촉탁직 20)",카드,110320
20895808,"2020년 7월 사업소 보건환경연구원 강남농수산물검사소 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895808,사업소,보건환경연구원,강남농수산물검사소,,,2020,7,,,,보건환경연구원강남농수산물검사소,"2020-07-09 14:56","순창식품(송파구 석촌동 243-14","강남농수산물검사소(농산물검사팀)부서운영에 따른 다과비용","수산물검사팀장등 7명",제로페이,111710
20895808,"2020년 7월 사업소 보건환경연구원 강남농수산물검사소 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895808,사업소,보건환경연구원,강남농수산물검사소,,,2020,7,,,,보건환경연구원강남농수산물검사소,"2020-07-07 16:36","롯데마트김포공항점(강서구 하늘길38)","강남농수산물검사소(강서지소)부서운영에 따른 다과비용","강서지소장등 8명",제로페이,106400
20895808,"2020년 7월 사업소 보건환경연구원 강남농수산물검사소 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20895808,사업소,보건환경연구원,강남농수산물검사소,,,2020,7,,,,보건환경연구원강남농수산물검사소,"2020-07-07 13:43","이마트가든5점(송파구 충민로10)","강남농수산물검사소(농산물검사팀)부서운영에 따른 다과비용","농산물검사팀장등 10명",제로페이,131890
20886878,"2020년 7월 사업소 상수도사업본부 광암아리수정수센터 정수시설과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20886878,사업소,상수도사업본부,광암아리수정수센터,정수시설과,,2020,7,,,,"광암아리수정수센터 정수시설과","2020-07-22 14:20","경기 하남시 서하남로 513","부서 다과류 14종 구매","정덕교/정수시설과장 외 11명",카드,122890
20886878,"2020년 7월 사업소 상수도사업본부 광암아리수정수센터 정수시설과 업무추진비 - 부서운영",http://opengov.seoul.go.kr/public/20886878,사업소,상수도사업본부,광암아리수정수센터,정수시설과,,2020,7,,,,"광암아리수정수센터 정수시설과","2020-07-16 12:37","온누리농장 경기도 하남시 서하남로 376 (춘궁동)","[직원 노고격려식사]식사","정덕교/정수시설과장 외 5명",카드,179000
