nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,exec_dt,exec_loc,target_nm,payment_method,exec_amount
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-30 19:24",（주）바닷가작은부엌,"시의회 예결위 대비 예산(안) 협의 간담회　","국제협력관 등 6명","부서 법인카드",145000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-30 12:57",제주성고기마루,"시의회 상임위 예산(안) 협의 실무간담회　","김명제 주무관 등 4명","부서 법인카드",28000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-30 19:28",（주）한화비앤비,"시의회 예산예비심사 현장 간담회 개최비용 지급　","국제정책팀장 등 6명","부서 법인카드",46400
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-29 21:21",송학,"서울시 우수정책 수출 관련 협의","해외도시협력과장 등 4명","부서 법인카드",85000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-28 19:59",충무집,"서울시 대표단 해외순방 콘텐츠 협의","국제협력관 등 9명","부서 법인카드",244000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-28 13:10",처가집,"국제협력관 소관 현안업무 추진현황 협의　","국제관계대사 등 7명","부서 법인카드",82000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-25 12:43",양평해장국,"아시아 지역 교류 활성화 방안 협의　","아시아팀장 등 4명","부서 법인카드",42000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-24 13:12",정동집,"국제정책팀 현안 검토 간담회　","국제과장 등 4명","부서 법인카드",60000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-23 12:08",돈까스　백반,"서울-베이징 통합위원회 전시 관련 간담회　","김정림주무관 등 3명","부서 법인카드",33000
13572541,"2016년 11월 서울시본청_기획조정실_국제교류담당관 업무추진비 내역",http://opengov.seoul.go.kr/public/13572541,서울시본청,기획조정실,국제교류담당관,,,2016,11,,,,"기획조정실 국제교류담당관","2016-11-22 13:51",（주）한미리푸드어소,"　벨기에 안트워프 시장 방한 협의","국제관계대사 등 6명","부서 법인카드",64800
