nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,exec_dt,exec_loc,target_nm,payment_method,exec_amount
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-16 13:36","싱카이(중구 세종대로길)","시정 교육 정책 관련 자문 간담회","시장 등 12명",카드,462000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-15 17:33","해조스시(중구 세종대로길)","시정 현안 및 정책 추진 점검 업무협의","시장 등 7명",카드,250000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-15 17:15",프레스클,"시정 종교 정책 관련 간담회","시장 등 6명",카드,224000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-15 09:28",서울시청구내식당,"시정 남북교류협력 관련 조찬 간담회","시장 등 14명",카드,300000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-14 20:26","지화자(종로구 자하문로)","시정 정책 추진 법률 자문 간담회","시장 등 11명",카드,424000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-14 13:00","설가온(종로구 세종대로길)","시정 정책 설명 등 언론사 간담회","시장 등 13명",카드,489000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-14 08:09","사까에(중구 세종대로길)","시정 정책 법률 관련 업무협의","시장 등 10명",카드,369400
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-13 00:00",서울시청구내식당,"시정 정책 관련 자문 간담회","시장 등 14명",카드,420000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-12 20:10","MEIDI-YA SINGAPORE(싱가폴)","시정 순방 결과 점검 등 업무협의 간담회","시장 등 11명",카드,317990
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-12 01:25","MBS RISE LOUNGE(싱가폴)","시정 순방 성과 등 업무협의 간담회","시장 등 6명",카드,82300
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-11 20:40","FULLERTON HOTEL - NCYD (싱가폴)","시정 순방 성과 설명 등 언론 간담회","시장 등 7명",카드,228250
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-11 15:01","SKY ON 57(싱가폴)","시정 순방 성과 등 업무협의 간담회","시장 등 11명",카드,392760
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-10 23:48",SPAGO(싱가폴),"시정 순방 방문일정 등 업무협의","시장 등 5명",카드,126470
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-10 22:02","YU CUISINE(싱가폴)","시정 동남아 순방단 격려 및 업무협의","시장 등 24명",카드,920850
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-06 00:00",서울시청구내식당,"시장단 조찬 간담회","시장 등 12명",카드,180000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-06 00:00",서울시청구내식당,"시정 보훈단체 대표자 오찬 간담회","시장 등 22명",카드,435000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-05 19:17","키사라(중구 세종대로길)","시정 교육 정책 관련 업무협의","시장 등 10명",카드,392000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-04 20:23","두마(종로구 경희궁길)","시정 정책 추진 자문 간담회","시장 등 12명",카드,475000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-04 17:35","아띠제(종로구 청계천로)","시정 정책 설명 등 언론 차담","시장 등 4명",카드,36000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-04 12:36","달개비자연음식(종로구 재동)","시정 현안 및 정책 점검 업무협의 간담회","시장 등 12명",카드,450000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-04 07:45","세븐스퀘어(중구 소공로길)","시정 정책 추진 자문 간담회","시장 등 10명",카드,380000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-03 21:01","수(종로구 경희궁길)","시정 종교정책 관련 자문 간담회","시장 등 12명",카드,411000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-03 12:09","스시효(종로구 율곡로길)","시정 협력 및 상호 교류 관련 간담회","시장 등 5명",카드,237000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-02 20:16","싱카이(중구 세종대로길)","시정 정책 추진 자문 간담회","시장 등 10명",카드,395000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-02 17:32","폴바셋(중구 태평로가)","시정 현안 보고 등 업무협의 차담","시장 등 4명",카드,54500
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-01 19:15","만수옥(종로구 북촌로)","시정 정책 현안 보고 등 업무협의 간담회","시장 등 6명",카드,200000
10098309,"2016년 7월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/10098309,서울시본청,서울특별시장,,,,2016,7,380200000,142758000,"시정 관련 간담회 등","행정국 총무과","2016-07-01 12:56","와라이(중구 을지로길)","시정 정책 법률 자문 간담회","시장 등 7명",카드,249000
