nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,exec_dt,exec_loc,target_nm,payment_method,exec_amount
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-26 12:37","설가온(종로구 세종로)","시정 정책 추진 자문 간담회","시장 등 11명",카드,417000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-25 21:17","무화잠(강남구 도산대로)","시정 의료정책 관련 간담회","시장 등 10명",카드,370000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-25 12:42","동해수산(중구 무교로길)","시정 자원봉사 활성화 관련 간담회","시장 등 4명",카드,130000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-24 20:01","메이징에이(중구 세종대로길)","시정 정책 발굴 관련 자문 간담회","시장 등 8명",카드,314000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-24 12:18","발우공양(종로구 우정국로길)","시정 산하공단 운영 자문 간담회","시장 등 10명",카드,398800
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-23 18:55","미유끼(서초구 서초동)","시정 종교정책 자문 간담회","시장 등 9명",카드,292000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-22 20:19","수엔190(중구 필동가)","시정 정책 추진 및 점검 관련 업무협의","시장 등 12명",카드,430000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-19 22:17","속초수련원식당(속초시 미시령로)","속초수련원 운영 관련 업무협의","시장 등 9명",카드,112100
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-18 12:16","양지말화로구이(홍천읍 양지말길)","자치단체 우호교류 추진 업무협의","시장 등 5명",카드,157000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-17 12:28","특우정(성동구 무학로길)","정릉천고가 안전 점검 및 대책 간담회","시장 등 15명",카드,315000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-16 19:06","나무와벽돌(종로구 북촌로길)","시정 정책 추진 자문 간담회","시장 등 11명",카드,438000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-16 08:29","발우공양(종로구 우정국로길)","시정 서민경제 활성화 업무협의 간담회","시장 등 10명",카드,388500
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-15 00:00",서울시청구내식당,"시정 문화 진흥 관련 오찬 간담회","시장 등 7명",카드,180000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-15 00:00",서울시청구내식당,"한남재정비촉진지구 현안 보고 간담회","시장 등 9명",카드,220000
8434360,"2016년 3월 서울특별시장 업무추진비 집행내역 공표",http://opengov.seoul.go.kr/public/8434360,서울시본청,서울특별시장,,,,2016,3,380200000,67347000,"시정 관련 간담회 등","행정국 총무과","2016-03-15 00:00",서울시청구내식당,"서울도시철도공사 운영 및 발전방안 간담회","시장 등 16명",카드,480000
