nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
17925838,"2019년 5월 사업소_상수도사업본부_강서수도사업소_요금과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925838,사업소,상수도사업본부,강서수도사업소,요금과,,2019,5,,,,"강서수도사업소 요금과","2019-05-15 16:18","조양방직 카페 (인천 강화군)","춘계 체육문화행사비",,카드,105000
17925838,"2019년 5월 사업소_상수도사업본부_강서수도사업소_요금과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925838,사업소,상수도사업본부,강서수도사업소,요금과,,2019,5,,,,"강서수도사업소 요금과","2019-05-13 13:43","팜마트 (양천구 신정동)","직원격려 간담회","요금과장 외 20명",카드,155360
17925837,"2019년 5월 사업소_서울도서관_정보서비스과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925837,사업소,서울도서관,정보서비스과,,,2019,5,,,,"서울도서관 정보서비스과","2019-05-29 11:21","엠엠피아이 주식회사(송파구 법원로 114)","부서운영 다과 구입비 지급","정보서비스과장 외 31명",카드,137890
17925837,"2019년 5월 사업소_서울도서관_정보서비스과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925837,사업소,서울도서관,정보서비스과,,,2019,5,,,,"서울도서관 정보서비스과","2019-05-15 12:37","목포세발낙지(은평구 통일로66길)","서울기록원 개관 관련 간담회비 지급","정보서비스과장 외 3명",카드,84000
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-20 12:29","평창두부마을(은평구 가좌로 204, 2층)","5월 정신재활프로그램 운영 직원 격려 간담회비 지급","간호6급 이○○외 13명",카드,138600
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-14 16:38","신비로마트(은평구 응암로22길 22-1)","5월 간호부 교대근무 직원 배부 간식 구매비 지급","간호6급 박○○외 119명",카드,250000
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-13 16:00","화곡강산면옥(강서구 화록로26길 6)","5월 24시간진료실 민원 방문면담 직원 격려 식사비용 지급","간호6급 정○○외 2명",카드,37000
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-13 13:56","할리스커피 신월사거리점(양천구 가로공원로 113)","5월 24시간진료실 민원 방문면담 직원 격려 차류 구매비 지급","간호6급 정○○외 2명",카드,23300
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-03 11:35","봉평메밀막국수&대관령가는길(은평구 응마로 263)","5월 병동정신재활프로그램 운영직원 격려 간담회비 지급","간호6급 변○○외 6명",카드,42000
17925836,"2019년 5월 사업소_은평병원_간호부_간호과 업무추진비 내역",http://opengov.seoul.go.kr/public/17925836,사업소,은평병원,간호부,간호과,,2019,5,,,,은평병원간호부,"2019-05-02 12:19","평창두부마을(은평구 가좌로 204, 2층)","5월 병동감염관리직원 격려 간담회비 지급","간호6급 정○○외 6명",카드,52500
