nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-23 10:06","서울시청매점(중구 덕수궁길 15)","송년다과회 개최 소요경비","기술심사담당관외 32명",카드,60000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-23 09:44","이지샐러드(중구 남대문로9길 40)","송년다과회 개최 소요경비","기술심사담당관외 32명",카드,212000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-24 14:15","이지샐러드(중구 남대문로9길 40)","기술용역 자체시행 활성화 유공 표창식관련 다과 비용","기술심사담당관외 19명",카드,80000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-26 13:42","안동국시(종로구 종로 14)","건설기술심의 관련 업무추진 간담회","기술심사담당관외 24명",제로페이,300440
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-23 21:17","돈우가식당(중구 남대문로25-17)","건설신기술 활용방안 관련 업무추진 간담회","기술심사담당관외 1명",제로페이,19000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-19 10:10","서울시청매점(중구 덕수궁길 15)","건설기술정보지 관련 업무추진 간담회","기술심사담당관외 3명",카드,9700
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-10 15:37","스타벅스(중구 무교로 21)","공사장 안전점검 관련 업무추진 간담회","기술심사담당관외 6명",카드,28700
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-19 20:26","마장동한우촌(성동구 마장로35길68)","건설기술심의위원회 운영 관련 업무추진 간담회","기술심사담당관외 7명",제로페이,170000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-12 10:17","서울시청매점(중구 덕수궁길 15)","부서운영 업무추진 간담회","기술심사담당관외 9명",카드,22500
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-13 12:33","파리바게뜨(중구 남대문로9길 40)","부서운영 업무추진 간담회","기술심사담당관외 32명",카드,330000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-10 10:33","파리바게뜨(중구 남대문로9길 40)","부서운영 업무추진 간담회","기술심사담당관외 30명",카드,330000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-05 09:49","파리바게뜨(중구 남대문로9길 40)","부서운영 업무추진 간담회","기술심사담당관외 31명",카드,360000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-10 20:57","만복림(중구 무교로 17-17)","계약금액조정 프로그램 관련 업무추진 간담회","기술심사담당관외 9명",제로페이,130000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-05 09:46",㈜해피머니아이엔씨,"직원생일 상품권 구입","기술지원팀장외 13명",카드,254800
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-04 09:41",㈜해피머니아이엔씨,"직원생일 상품권 구입","최장길외 18명",카드,345800
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-05 12:57","구이구이(서울특별시 중구 을지로 6)","기술직공무원 직장교육 관련 업무추진 간담회","기술심사담당관외 9명",제로페이,110000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-03 19:10","더미(종로구 종로 19 )","건설기술심의 관련 업무추진 간담회","기술심사담당관외 7명",제로페이,159000
19446143,"2019년 12월 서울시본청 기술심사담당관 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19446143,서울시본청,기술심사담당관,,,,2019,12,,,,기술심사담당관,"2019-12-03 13:06","동원브이아이피참치(중구 세종대로 135)","공사장 안전점검 관련 업무추진 간담회","기술심사담당관외 7명",제로페이,152000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-21 12:17","메밀란(종로구 인사동11길 16-4)","부서운영업무추진비(수집연구과 직원사기진작 간담회) 지급","수집연구과 직원 3명",카드,35000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-20 14:02","창고43(중구 서소문로120)","공예작품설치 지명공모 실무용역 착수보고회","관장 등 11명",카드,207100
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-19 19:43","광화문특고기(중구 서소문로 134-6 ) / 제로페이","전시실시설계 및 제작설치용역 추진 회의","공예박물관 직원 20명",카드,300000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-19 09:30","다락(중구 덕수궁길 15) / 제로페이","현안업무추진 직원 격려간담회","공예박물관 직원 5명",카드,15000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-18 12:40","유림분식집(중구 서소문로 139-1) / 제로페이","현안업무추진 직원 격려간담회","공예박물관 직원 2명",카드,8500
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-17 12:55","하늘담은시래기땅품은청(강남구 봉은사로114길 40)","근대공예 아카이브 구축 사업 추진 회의(1차)","고미경 주무관 등 6명",카드,64000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-16 19:54","삼우정(중구 서소문로 134-12) / 제로페이","부서운영업무추진비(총무과, 교육홍보과 직원사기진작 간담회) 지급","공예박물관 직원 10명",카드,166000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-16 19:45","초량돼지(강남구 테헤란로108길 12)","부서운영업무추진비(수집연구과 직원사기진작 간담회) 지급","공예박물관 직원 10명",카드,200000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-13 12:19","하늘담은시래기땅품은청(강남구 봉은사로114길 40)","근대공예 분야별 평가위원회(3차) 개최","수집연구과장 등 6명",카드,48000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-13 12:14","투썸플레이스(중구 서소문로135) / 제로페이","사진촬영용역 완료 보고 회의 개최","관장 등 4명",카드,21900
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-12 16:03","바닷가작은부엌 덕수궁점(중구 덕수궁길 7) / 제로페이","부서운영업무추진비(전시기획과 직원사기진작 간담회) 지급","전시기획과 직원 6명",카드,85000
19468736,"2019년 12월 사업소 서울공예박물관 총무과 업무추진비 - 전체",http://opengov.seoul.go.kr/public/19468736,사업소,서울공예박물관,총무과,,,2019,12,,,,"공예박물관 총무과","2019-12-11 19:14","에이치디씨아이파크몰(용산구 한강대로23길 55)","수집연구과 현안업무추진 직원 격려","수집연구과 직원 3명",카드,18000
