nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-03 12:09",성수아구찜,"공원여가활성화 사업추진 관계자 오찬",7,제로페이,75000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-03 12:09",성수아구찜,"녹지관리과 직원 업무격려 식사",6,제로페이,75000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-09 12:38",채선당,"공원부 직원 사기함양 식사",18,제로페이,294000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-17 20:14",구이구이,"생태환경과 직원 업무격려 식사",6,제로페이,80000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-18 12:26",장수숯불갈비,"한강숲조성 사업관계자 오찬",8,제로페이,72000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-19 12:28",만복림,"녹지관리과 직원 업무격려 식사",4,제로페이,179000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-22 12:38",서우,"한강공원 수영장 사업담당자 격려 식사",6,제로페이,85000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-24 12:42",서우,"공원부 직원 사기함양 식사",8,제로페이,118000
18357998,"2019년 7월 사업소 한강사업본부 공원부 생태환경과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357998,사업소,한강사업본부,공원부,생태환경과,,2019,7,,,,공원부,"2019-07-25 12:34",본초강목,"공원부 직원 사기함양 식사",10,제로페이,180000
18357997,"2019년 7월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/18357997,사업소,인재개발원,인재양성과,,,2019,7,,,,"인재개발원 인재양성과","2019-07-24 12:32","예촌 (서초구 서운로)","청렴특별시 서울 과정 운영 관련 간담회","인재양성과장 외 8명",제로페이,176000
