nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
17696345,"2019년 4월 서울역사박물관 학예연구부 청계천박물관 부서운영 업무추진비 사용내역",http://opengov.seoul.go.kr/public/17696345,사업소,서울역사박물관,학예연구부,청계천박물관,,2019,4,,,,"서울역사박물관 청계천박물관","2019-04-26 10:20","홈플러스 동대문점 (동대문구 천호대로)","내방인 접객 및 부서운영을 위한 다과물품 구입 (녹차 등)","청계천박물관장 등 31명 (직원6, 뉴딜일자리5, 공무촉탁직 20)",카드,195100
17696345,"2019년 4월 서울역사박물관 학예연구부 청계천박물관 부서운영 업무추진비 사용내역",http://opengov.seoul.go.kr/public/17696345,사업소,서울역사박물관,학예연구부,청계천박물관,,2019,4,,,,"서울역사박물관 청계천박물관","2019-04-17 12:50","쿠우쿠우 왕십리점 (성동구 행당동)","직원 격려 간담회","청계천박물관장 등 10명 (직원5, 뉴딜일자리 5)",카드,145000
17696345,"2019년 4월 서울역사박물관 학예연구부 청계천박물관 부서운영 업무추진비 사용내역",http://opengov.seoul.go.kr/public/17696345,사업소,서울역사박물관,학예연구부,청계천박물관,,2019,4,,,,"서울역사박물관 청계천박물관","2019-04-11 11:04","버거킹 왕십리센트라스점","직원 격려 간담회","학예연구사 황경미 등 9명 (직원4, 뉴딜일자리 5)",카드,60700
17696345,"2019년 4월 서울역사박물관 학예연구부 청계천박물관 부서운영 업무추진비 사용내역",http://opengov.seoul.go.kr/public/17696345,사업소,서울역사박물관,학예연구부,청계천박물관,,2019,4,,,,"서울역사박물관 청계천박물관","2019-04-10 15:17","이마트왕십리점 (성동구 왕십리광장로17)","내방인 접객 및 부서운영을 위한 다과물품 구입","청계천박물관장 등 31명 (직원6, 뉴딜일자리5, 공무촉탁직 20)",카드,150160
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 길동119 안전센터","2019-04-25 12:53","사랑채 (강동구 천중로212 )","의소대원 간담회","센터장 등10명",카드,100000
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 길동119 안전센터","2019-04-22 20:15","으뜸회집 (강동구 양재대로 122가길 39)","업무추진 분석 및 직원 단합을 위한 간담회","1팀장 등14명",카드,400000
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 고덕119 안전센터","2019-04-24 18:30","한우장터(성동구 마장동 37길 59)","직원화합 소통 및 소방안전대책 추진사항 점검 간담회","센터장 등 11명",카드,400000
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 고덕119 안전센터","2019-04-26 18:30","금문(강동구 고덕동 321)","의용소방대원과의 간담회 실시","센터장 등 10명",카드,100000
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 암사119 안전센터","2019-04-25 19:36","지리산왕재봉 흑돼지 (강동구 상암로26)","현안업무 추진 간담회","1팀장 등 10명",카드,400000
17708685,"2019년 4월 소방재난본부(소방서)_강동소방서_소방행정과 업무추진비 내역",http://opengov.seoul.go.kr/public/17708685,소방재난본부(소방서),강동소방서,소방행정과,,,2019,4,,,,"강동소방서 암사119 안전센터","2019-04-24 12:13","이화식당 (강동구 올림픽로 833-11","의소대원 간담회","센터장 외 5명",카드,100000
