nid,title,url,dept_nm_lvl_1,dept_nm_lvl_2,dept_nm_lvl_3,dept_nm_lvl_4,dept_nm_lvl_5,exec_yr,exec_month,expense_budget,expense_execution,category,dept_nm_full,exec_dt,exec_loc,exec_purpose,target_nm,payment_method,exec_amount
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-31 12:15","옛골토성 (과천시 중앙로)","10월 재직자과정 운영 검토회의 관련 간담회","교육운영팀장 외 7명",제로페이,81000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-29 12:09","레몬그라스 타이 (서초구 효령로)","함께서울 공감마당 운영직원 격려","인재양성과장 외 7명",카드,98000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-25 20:02","동해일식 (중구 무교로)","제2기 사람중심 도시재생 과정 운영관련 간담회","인재양성과장 외 6명",제로페이,67000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-25 12:42","팔당반점 (서초구 남부순환로)","제4기 민간위탁사업실무 과정 운영 관련 간담회","인재양성과장 외 7명",제로페이,88000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-22 19:56","옛골토성 (과천시 중앙로)","인재양성과 추계 체육문화행사 소통간담회 비용지급","인재양성과장 외 33명",카드,170000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-21 12:11","한성칼국수 (과천시 중앙로)","제8기 신임자 보충교육 운영직원 격려","인재양성과장 외 8명",카드,42000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-18 20:00","무교소호정 (중구 무교로)","제3기 실무관 공직입문 과정 운영 관련 간담회","인재양성과장 외 4명",제로페이,51000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-16 20:39","동해일식 (중구 무교로)","제9기 팀장리더십 과정 운영 관련 간담회","인재양성과장 외 3명",제로페이,44000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-15 12:01","청계산 (서초구 청룡마을1길)","제2기 서울로 문화관광 과정 운영 관련 간담회","인재양성과장 외 6명",카드,57000
19005016,"2019년 10월 사업소 인재개발원 인재양성과 업무추진비 - 시책추진 부서운영",http://opengov.seoul.go.kr/public/19005016,사업소,인재개발원,인재양성과,,,2019,10,,,,"인재개발원 인재양성과","2019-10-14 11:58","장꼬방 (서초구 효령로)","9월 재직자과정 운영 검토회의 관련 간담회","인재양성과장 외 5명",카드,72000
