package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
190172268527000,20190117,"18-3-94(중랑구 상봉동)","송달서 및 재정문 송부(서울환조18-3-94)",서울특별시환경분쟁조정위원회-136,최왕택,30년,서울특별시환경분쟁조정위원회,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000047
190172268528000,20190117,급수협의,"건축허가 신청에 따른 급수협의 회신(중랑구 상봉동 128-23)",시설관리과-1337,장승화,5년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000048
190172268529000,20190117,공무직근로자관리,"2019년 1월 공무직 급여 및 수당 지급",총무과-576,이명희,30년,총무과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000049
190172268532000,20190117,청사시설관리,"2018  공무직 연말정산 조합비 납부현황  제출",행정지원과-831,민용수,5년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000050
190172268533000,20190117,소방시설안전점검및관리,"종합정밀점검 조치명령대상 확인점검 결과보고(기독교TV멀티미디어센터 등 3개소)",예방과-767,박건기,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000051
190172268542000,20190117,근무일지,근무변경(2019-01-18),현장대응단-375,김규희,5년,현장대응단,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006351
190172268548000,20190117,급수공사승인관리,"급수공사 지시 및 통보(강동구 천호동 87-* , 신설-225)",시설관리과-1187,이영동,5년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000052
190172268559000,20190117,상하수도검침심사및통보,요금경정,요금과-1483,배용호,5년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000053
190172268569000,20190117,"자체점검 일반문서","조치명령 사전통지 및 의견제출 안내[호주빌딩]",예방과-1112,이현정,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000054
190172268573000,20190117,일반업무관리,"서울시 내 공공 건설공사장 현황 자료 제출",공원운영과-653,강명환,3년,공원운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000055
190172268574000,20190117,상하수도요금경정,요금경정,요금과-1406,최정식,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000056
190172268575000,20190117,인사계획및제도관리,"텔레비전국 기간제근로자 채용 계획",텔레비전국-428,김진희,3년,텔레비전국,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000057
190172268598000,20190117,고압가스안전관리,"고압가스(O2, CO2) 저장시설 일일 안전점검 대장",정수과-278,유병생,5년,정수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000058
190172268605000,20190117,보건위생및의약분야수사,"통신자료 제공 요청",민생사법경찰단-1238,박선미,5년,민생사법경찰단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000059
190172268609000,20190117,소방안전관리자운영,"소방안전관리(보조)자 실무교육 미이수자 독려 안내문 발송 계획",예방과-1426,조연정,준영구,예방과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000060
190172268616000,20190117,위험물제조소등지도감독,"위험물 검토의견서(문정동 109-7)",예방과-1355,김영수,준영구,예방과,부분공개,,
190172268617000,20190117,초과근무관리,"가정의날 초과근무 결과보고",민생사법경찰단-1234,마정민,3년,민생사법경찰단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000061
190172268619000,20190117,일상경비관리,"2019년도 일상경비 교부범위 계획",행정지원과-1145,김혜빈,5년,행정지원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000062
190172268628000,20190117,출장관리,"출장결과보고서(1월 16일)",시설관리과-1330,주상열,3년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000063
190172268637000,20190117,출장관리,"출장결과보고서(1/16, 윤은준)",요금과-1480,윤은준,3년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000064
190172268639000,20190117,택시및화물유가보조금관리,"화물자동차 유가보조금 환수금액 분할 부과 결의",택시물류과-1827,정용우,10년,택시물류과,부분공개,,
190172268649000,20190117,일반업무관리,"(상암) 2019년도 1월 중 보안진단 실시 결과 보고",상암119안전센터-211,박재우,3년,상암119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000065
190172268650000,20190117,"과적차량단속및실적관리(자인서 등록 등)","운행제한 위반차량 적발보고서(2019-12 함*정)",관리단속과-490,신현정,10년,관리단속과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000066
190172268657000,20190118,보도상영업시설물일반관리,"보도상영업시설물 시민신고 포상금 재배정",보행정책과-829,안준환,10년,보행정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006734
190172268665000,20190117,축산물안전성검사,"식육판매업소 위생진단 컨설팅서비스 의뢰(1월)",식품정책과-1380,김수진,3년,식품정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000067
190172268670000,20190117,공무직근로자관리,"2018년도 장애인 근로자(공무직) 고용부담금 및 고용계획 신고 자료 제출",총무과-534,심상운,30년,총무과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000068
190172268671000,20190117,물품관리,"방화복 등판 주기표 구매 수량 보고",길동119안전센터-193,박세진,5년,길동119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000069
190172268676000,20190117,일반업무관리,"2019년 화재조사 담당자 발굴복 구매 의견 조사 결과 보고",현장대응단-349,박상길,3년,현장대응단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000070
190172268683000,20190117,소방시설완공감리검사,"소방시설 완공검사 증명서 필증 교부 알림  [화곡동 775-* 건물]",예방과-1357,김영철,준영구,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000071
190172268689000,20190117,일상경비관리,"케이블TV 요금 납부(2019년 1월 청구서)",관리단속과-613,윤상현,5년,관리단속과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000072
190172268704000,20190117,정수약품사용관리,"정수약품(O2, CO2) 수불대장",정수과-275,유병생,5년,정수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000073
190172268707000,20190117,일상경비관리,"2019년도 일상경비 교부범위 결정 계획",행정지원과-832,류상호,5년,행정지원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000074
190172268712000,20190117,세무조사공무원교육,"자치구 세무공무원 직무교육 결과보고",세무과-1285,박상웅,10년,세무과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000075
190172268713000,20190117,"자체점검, 표본점검","감사원 감사자료 작성 제출",예방과-1305,박진자,3년,예방과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000076
190172268727000,20190117,누수탐지인력관리,근무상황부(정척희공무직),급수운영과-1084,전인숙,30년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000077
190172268739000,20190117,구급활동일지,"구급활동일지 일일결재(2019.01.16. 2팀 주간)",신당119안전센터-203,김희정,3년,신당119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000078
190172268755000,20190117,완비증명신청관리,"안전시설등 완비증명서 재발급 계획보고[투썸플레이스]-대표자수정",예방과-1445,진혁,준영구,예방과,부분공개,,
190172268760000,20190117,수질검사원인사및복무관리,"경력(재직)증명서 발급(N0.2019-5)",행정지원과-1259,백윤미,3년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000079
190172268763000,20190118,휴가관리,"공가 결재 신청(2019-1-21)",도시철도계획부-418,강성술,3년,도시철도계획부,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006735
190172268776000,20190117,부동산개발업등록변경처리,"결격사유 유무 조회",토지관리과-1406,류지순,준영구,토지관리과,부분공개,,
190172268779000,20190117,급여및수당관리(1),"시간선택제임기제 공무원 퇴직금 지급(이경선 외1명)",교통지도과-1150,박성인,5년,교통지도과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006350
190172268780000,20190117,개전및폐전관리,"급수전 폐전취소 및 수도계량기 재설치요청",요금과-1255,김태현,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000080
190172268786000,20190117,민원업무처리,"서울시 응답소 릴레이민원 처리",주거사업과-718,홍인철,10년,주거사업과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000081
190172268789000,20190117,"자체점검 일반문서","조치명령 사전통지 및 의견제출 안내[교대빌딩]",예방과-1113,이현정,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000082
190172268792000,20190117,당직관리,당직상황근무일지(2019.1.16.),소방행정과-585,김정귀,3년,소방행정과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000083
190172268799000,20190117,대공원시설공무직관리,"2019년 자동차세(신고분, 연납) 납부",시설과-296,김성복,30년,시설과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000084
190172268801000,20190117,상훈관리,"제24회 KBS 119상 후보자 추천 심의 계획",재난관리과-343,김태형,3년,재난관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000085
190172268825000,20190117,지적확정측량성과검사,"지적확정측량 성과검사 확인조사서(답십리제14구역주택재개발정비사업)",토지관리과-1417,김용필,영구,토지관리과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000086
190172268839000,20190117,소방시설작동기능점검,"자체점검 조치명령서 통보(롯데*이*트**점)",예방과-1091,이형균,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000087
190172268842000,20190117,"18-3-95(중랑구 상봉동)","송달서 및 재정문 송부(서울환조18-3-95)",서울특별시환경분쟁조정위원회-137,최왕택,30년,서울특별시환경분쟁조정위원회,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000088
190172268861000,20190117,공무직관리,"공무직(시설청소원) 휴가 결재 신청(1/17)",운영과-372,박근배,30년,운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000089
190172268862000,20190117,"무인단속시스템 구축 및 운영","무인단속시스템(CCTV) 유지관리 차량 단속면제 협조 요청",교통정보과-943,정택,30년,교통정보과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000090
190172268878000,20190117,사회주택공동체주택,"세외수입 신규부과 승인 요청",주택공급과-668,이하진,영구,주택공급과,부분공개,,
190172268886000,20190117,관용차량관리,"공용차량(08버1602외 3대) 감정평가 수수료 지급",행정운영과-662,나동안,10년,행정운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000091
190172268889000,20190117,방염성능검사통보,"방염성능시험결과 통보(87-2)",예방과-667,신형일,준영구,예방과,부분공개,,
190172268893000,20190117,"구조 기타","(88) 2019년 수중구조기술 전문화과정 교육희망자 파악 결과보고",재난관리과-448,구범모,3년,재난관리과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000092
190172268911000,20190117,과적단속원관리,"의원면직 신청 시간선택제임기제마급 공무원 비위사실 조회 요청",관리단속과-585,전경학,5년,관리단속과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000093
190172268916000,20190117,"반포천 유역분리터널 건설공사","업무지시전(휴일작업 승인 알림(반포천 유역 분리터널 건설공사))",방재시설부-643,이민영,5년,방재시설부,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000094
190172268920000,20190117,상하수도요금경정,요금경정,요금과-1403,장은숙,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000095
190172268927000,20190117,"원예활동생활화 교육","2019년 원예활동생활화 교육(2월20일, 2월21일, 3월7일, 3월8일) 계획",서울특별시농업기술센터-712,손형기,3년,서울특별시농업기술센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000096
190172268935000,20190117,보안비밀,"2019년 1월 중 보안업무 운영실태 점검 보고(양재)",양재119안전센터-196,박성호,3년,양재119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000097
190172268946000,20190117,서울사물인터넷도시조성,"어린이집 IoT 실내공기질 관리센서 및 관리시스템 사용 안내",스마트도시담당관-682,소창호,10년,스마트도시담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000098
190172268961000,20190117,누수감면관리,"누수요금적용신청 처리결과 알림",행정지원과-1172,이주호,10년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000099
190172268968000,20190117,"화재피해복구 재활센터 운영","저소득가정 화재피해주택 복구 지원 대상자 추천(중랑 응****)",현장대응단-1185,김정현,영구,현장대응단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000100
190172268973000,20190117,정수약품구매,"정수약품(액화이산화탄소) 납품요청(2019-4차)",정수과-276,유병생,5년,정수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000101
190172268979000,20190117,도로사업계약관리,"낙찰자 결정 및 계약체결 안내(2019년 지하차도 전기안전관리대행 용역(연간단가))",관리단속과-588,정안숙,5년,관리단속과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006349
190172268996000,20190117,일반업무관리,차량배차신청,급수운영과-904,최순영,3년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000102
190172268999000,20190117,도시재생협력지원센터,"서울시-동북4구 시의원 합동간담회 준비에 필요한 다과 구매",동북권사업과-550,나정일,10년,동북권사업과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000103
190172269009000,20190117,급수공사승인관리,"급수공사 지시 및 통보(강동구 천호동 46-3* , 개량-238)",시설관리과-1188,이영동,5년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000104
190172269027000,20190117,일반업무관리,"국가안전대진단 점검대상 자료 제출",정수시설과-169,함인석,3년,정수시설과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000105
190172269040000,20190117,재난및재해관리,"구로소방서 소방활동 검토회의 영상회의 참석 철저",현장대응단-408,이상현,5년,현장대응단,비공개,,
190172269047000,20190117,119구급대운영,"2019.1.16(09:00~18:00 2반 주간) 구급활동일지",개화119안전센터-215,박성우,3년,개화119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000106
190172269059000,20190117,"일자리 안정자금 운영 지원","2019년 신기술·신산업분야 인력양성 사업 현황 제출 협조 요청",일자리정책과-1094,이현미,30년,일자리정책과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000107
190172269074000,20190117,"자체점검 일반문서","조치명령 사전통지 및 의견제출 안내[힐스나인빌리지]",예방과-1114,이현정,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000108
190172269088000,20190117,노사관계교육및워크숍관리,"2019년도 고용노동연수원 공무원노사관계 교육 수요조사 결과 통보",인력개발과-1137,차승철,10년,인력개발과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000109
190172269099000,20190117,일반업무관리,과오납결의서,요금과-987,유애리,3년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000110
190172269102000,20190117,급수공사승인관리,"급수공사비 납부자 명의변경 요청(신길동 344-*)",시설관리과-1175,서혜지,5년,시설관리과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000111
190172269103000,20190117,민원업무처리,민원답변,자원순환과-1098,박경리,10년,자원순환과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006348
190172269107000,20190117,일상경비관리,"전보 관련 격무직원 격려를 위한 간담회비 지급",인사과-1988,이지은,5년,인사과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000112
190172269108000,20190117,일상경비관리,"일상경비출납원 사무인계 보고(거여)",거여119안전센터-253,김재홍,5년,거여119안전센터,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000113
190172269112000,20190117,예산및결산관리,"79. 2018회계연도 지출오류 자료 정비 결과 보고(강남)",소방행정과-733,최연호,5년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000114
190172269123000,20190117,일반업무관리,"언론 기고 참여 계획 제출 (강남농수산물검사소)",강남농수산물검사소-374,이명숙,3년,강남농수산물검사소,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000115
190172269133000,20190117,일반업무관리,"2018년도 특별사법경찰 업무실적 및 전수조사 결과 제출",관리단속과-496,이중연,3년,관리단속과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000116
190172269134000,20190118,초과근무관리,"초과근무내역서(충무로119안전센터, 2019-01-10, 구급장비 품평회 참석)",충무로119안전센터-207,최홍신,3년,충무로119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006736
190172269135000,20190117,관용차량운행및관리,"차량배차신청 (2019-01-17)",시설관리과-1075,고제남,5년,시설관리과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000117
190172269145000,20190117,일반업무관리,"중랑천 방류구 CCTV 통신요금 납부 KT(2018년 12월분)",운영과-442,남상열,3년,운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000118
190172269152000,20190117,일상경비관리,"2019년 1월 소방행정과 일상경비 교부신청",소방행정과-566,김수재,5년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000119
190172269178000,20190117,"무인단속시스템 구축 및 운영","무인단속시스템 운영 일일보고 2019.1.7",교통정보과-944,정택,30년,교통정보과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000120
190172269182000,20190117,복무관리,"근무변경(현장대응단, 2019-01)",현장대응단-552,황은주,3년,현장대응단,부분공개,,
190172269184000,20190117,청사물품및인력관리,"2018년 12월분 구로청사 공공요금분담금 고지서 발급요청",행정지원과-1176,홍경태,5년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000121
190172269193000,20190117,"교통안전표지 일반문서철","[국민신문고][생활불편신고]가로등, 신호등 고장[G000005541791]",기전과-297,김용문,5년,기전과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006347
190172269197000,20190117,토목분야기술용역타당성심사,"제83차 기술용역 타당성심사 결과 통보",기술심사담당관-1151,김효환,5년,기술심사담당관,공개,,
190172269200000,20190117,일반업무관리,"교통사고 원인자 사실조회(천호대로 1461)",도로보수과-278,김원기,3년,도로보수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000122
190172269201000,20190117,구조교육운영,"2019년도 전문기관 위탁교육(산악·수난) 수요파악 제출",재난관리과-518,김동욱,3년,재난관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000123
190172269203000,20190117,물품관리,"물품 사용전환 승인요청",주택정책과-1239,설정환,5년,주택정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000124
190172269210000,20190117,시설보수보조인력작업관리,"공 무 직 시 간 외 근 무 1월17일(목)(고드름 및 결빙구간 제거 작업 및 순찰)",시설보수과-262,김원도,30년,시설보수과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000125
190172269215000,20190117,일반업무관리,"우리은행 부서계좌 통장 재발급 및 거래내역서 요청",장애인복지정책과-1267,김정미,3년,장애인복지정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000126
190172269216000,20190117,일상경비관리,"의회 관련 주요 언론보도 논의 차담회",의정담당관-468,나병섭,5년,의정담당관,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006346
190172269218000,20190117,관용차량관리,"2019년분 공용차량 자동차세 납부(1년세액)",행정지원과-1335,김점철,10년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000127
190172269230000,20190117,보안비밀,"2019년 1월 ""사이버보안진단의 날"" 결과 보고",망우119안전센터-230,주재원,3년,망우119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000128
190172269244000,20190117,급수공사승인결정관리,"급수공사 승인(강남구 도곡동 449-5 )",급수운영과-905,고태우,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000129
190172269254000,20190117,상하수도요금경정,"2018년 하반기 학교수도요금 감면결과 안내(신강초등학교)",요금과-1297,심윤보,10년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000130
190172269257000,20190117,119구급대운영,"2019. 1. 16. (09:00 ~ 18:00 2팀 주간) 구급활동일지",연건119안전센터-210,김정례,3년,연건119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000131
190172269262000,20190117,수도요금과오납관리,과오납결의서(계동),요금과-1382,강수연,5년,요금과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000132
190172269266000,20190117,완비증명신청관리,"안전시설등의 완비현장 재교부 현장확인 계획(가*아월룸텔)",예방과-695,정내영,준영구,예방과,부분공개,,
190172269274000,20190117,교육훈련관리,"2019년 국가민방위재난안전교육원 재난대비 역량지원 과정 안내",상황대응과-839,문현준,3년,상황대응과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000133
190172269275000,20190117,일반업무관리3,"서남지역대 신문구독료 납부(2019.1월분)",교통지도과-1195,정석기,3년,교통지도과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/17006345
190172269286000,20190117,119구급대운영,구급활동일지,신도림119안전센터-170,이해리,3년,신도림119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000134
190172269293000,20190117,119구급대운영,"구급활동일지 보고 (19.01.16. 2팀 주간)",미아119안전센터-207,김장현,3년,미아119안전센터,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000135
190172269301000,20190117,소방시설작동기능점검,"자체점검 조치명령서 통보(은평*앙**이집)",예방과-1092,이형균,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/17000136
